8205, 0.027778, 0.604411, 1.137982
8205, 0.041667, 0.701832, 0.977166
8205, 0.062500, 0.363112, 1.073391
8205, 0.239583, 0.819298, 1.067813
8205, 0.305556, -0.138353, 0.923557
8205, 0.315972, 0.011050, 1.166437
8205, 0.336806, -0.794159, 0.910670
8205, 0.402778, -1.082435, 0.891548
8205, 0.437500, -1.123810, 1.023644
8205, 0.447917, -0.638816, 1.119151
8205, 0.486111, -1.043067, 1.001188
8205, 0.531250, -0.694136, 1.049291
8205, 0.593750, 1.576402, 1.314460
8205, 0.600694, 1.023845, 0.953927
8205, 0.697917, 0.728078, 0.984632
8205, 0.781250, 0.189358, 0.826127
8205, 0.795139, 0.968351, 0.841074
8205, 0.809028, 0.017430, 1.054853
8205, 0.812500, -0.061117, 1.133345
8205, 0.878472, -0.286316, 0.871420
8205, 0.895833, -0.744170, 0.894085
8205, 0.906250, -0.846046, 0.938452
8205, 0.913194, -0.439682, 1.147071
8205, 0.920139, -0.892880, 1.108568
8205, 0.927083, -0.993518, 1.056902
8205, 0.930556, -0.387408, 1.063204
8205, 0.968750, -1.076345, 0.861072
8205, 1.020833, -1.118839, 0.905810
8205, 1.062500, -0.807841, 0.972780
8205, 1.118056, 0.189127, 1.062406
8205, 1.125000, -0.369435, 0.906327
8205, 1.131944, -0.348552, 1.134393
8205, 1.156250, -0.083961, 0.946915
8205, 1.163194, 0.996940, 0.844011
8205, 1.177083, 1.172575, 1.131063
8205, 1.218750, 0.990759, 1.077623
8205, 1.229167, 0.400419, 1.210378
8205, 1.243056, 0.473704, 0.911175
8205, 1.312500, 0.589060, 0.955266
8205, 1.402778, 0.386999, 1.009571
8205, 1.427083, 0.158426, 1.109521
8205, 1.430556, -0.506271, 0.938461
8205, 1.434028, -0.108113, 1.148110
8205, 1.541667, -0.550353, 0.893919
8205, 1.618056, -1.029946, 1.066022
8205, 1.680556, 0.953383, 1.093305
8205, 1.711806, -0.203848, 1.006895
8205, 1.743056, 0.750932, 1.142423
8205, 1.795139, 0.499764, 0.925226
8205, 1.812500, 0.452955, 0.869853
8205, 1.833333, 0.481388, 1.176140
8205, 1.843750, 0.524696, 1.050485
8205, 1.847222, 1.232883, 1.020492
8205, 1.861111, 1.135175, 1.079301
8205, 1.906250, 0.353684, 1.009518
8205, 1.913194, 0.249586, 1.058859
8205, 1.923611, 1.021592, 1.157578
8205, 1.930556, 1.053110, 0.925869
8205, 1.958333, -0.183462, 1.119891
8205, 1.979167, -0.391541, 0.955003
8205, 2.006944, -0.516371, 1.044579
8205, 2.020833, -0.750388, 1.074500
8205, 2.059028, -0.875110, 1.165622
8205, 2.131944, -1.205797, 0.971335
8205, 2.152778, -0.876644, 1.018678
8205, 2.156250, -0.655885, 1.078354
8205, 2.177083, -0.224879, 0.987731
8205, 2.180556, -0.086803, 0.978036
8205, 2.270833, 0.522855, 0.992836
8205, 2.295139, 0.681395, 1.043509
8205, 2.326389, 0.259207, 0.960931
8205, 2.329861, 0.315059, 0.810217
8205, 2.340278, 1.017222, 1.102115
8205, 2.388889, 1.127442, 0.928347
8205, 2.406250, 0.687603, 1.034078
8205, 2.503472, 0.790282, 0.895987
8205, 2.513889, 0.154182, 1.018778
8205, 2.524306, 1.362789, 0.918309
8205, 2.565972, -0.533150, 0.890132
8205, 2.586806, -0.802546, 1.073510
8205, 2.618056, -0.719988, 1.169642
8205, 2.631944, -0.029450, 1.112245
8205, 2.704861, -1.208247, 0.879631
8205, 2.729167, -0.444347, 1.020008
8205, 2.750000, -0.939347, 1.041432
8205, 2.784722, 0.051719, 1.083196
8205, 2.850694, -0.132072, 1.045918
8205, 2.892361, 0.218614, 0.972331
8205, 2.906250, 1.125820, 1.082692
8205, 2.961806, 0.511591, 1.030637
8205, 3.062500, 0.742085, 1.051639
8205, 3.194444, -0.286981, 1.133922
8205, 3.281250, -0.446461, 1.162682
8205, 3.295139, -1.126361, 0.907826
8205, 3.322917, -0.902723, 1.021741
8205, 3.347222, -0.735049, 0.866850
8205, 3.354167, -0.592772, 1.294805
8205, 3.392361, 0.697681, 1.049508
8205, 3.413194, 0.560733, 1.021675
8205, 3.496528, 1.196602, 1.122202
8205, 3.531250, 1.261073, 1.210020
8205, 3.552083, 1.300179, 0.979874
8205, 3.572917, 0.414614, 0.930749
8205, 3.621528, 0.148811, 1.019295
8205, 3.670139, -0.362655, 0.876862
8205, 3.760417, -1.047371, 0.985606
8205, 3.767361, -0.465635, 0.887220
8205, 3.809028, -1.224638, 0.997616
8205, 3.815972, -0.953723, 1.096448
8205, 3.836806, -0.539152, 1.023155
8205, 3.902778, -0.761767, 1.046128
8205, 3.920139, 0.069940, 0.918137
8205, 3.968750, 0.500025, 0.847720
8205, 4.010417, 0.248865, 0.983919
8205, 4.024306, 0.229186, 1.166677
